,Unnamed: 0,precio_m2,superficie_total,categoria,dormitorios,baños,cocheras,colonia,alcaldia,lat,lng
511,511,36363.63636363636,220.0,departamento,3.0,2.0,1.0,LOS MORALES (POLANCO),MIGUEL HIDALGO,19.4369487,-99.2081291
8912,8912,16319.444444444443,144.0,casa,4.0,3.0,1.0,LA CASILDA,GUSTAVO A. MADERO,19.5538257,-99.123999
7034,7034,30000.0,70.0,departamento,3.0,2.0,1.0,PASEOS DE TAXQUEA I,COYOACAN,19.34585,-99.12415
6760,6760,39743.58974358974,78.0,departamento,3.0,2.0,1.0,GENERAL PEDRO MARIA ANAYA,BENITO JUAREZ,19.3614,-99.15836
3099,3099,42307.69230769231,130.0,departamento,3.0,3.0,1.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
6724,6724,33769.06130268199,522.0,casa,3.0,2.0,1.0,LOMAS DE GUADALUPE,ALVARO OBREGON,19.34264,-99.24429
8006,8006,39687.5,160.0,casa,3.0,2.0,1.0,ESPARTACO,COYOACAN,19.3197068,-99.1329253
2118,2118,38273.936170212764,188.0,departamento,3.0,3.0,1.0,SAN JUAN,BENITO JUAREZ,19.3764012,-99.1840265
2201,2201,3351.8072289156626,415.0,casa,3.0,2.0,1.0,DEL VALLE VI,BENITO JUAREZ,19.3758,-99.16215
7842,7842,16459.627329192546,322.0,departamento,4.0,3.0,1.0,SAN LORENZO HUIPULCO,TLALPAN,19.293981303719896,-99.14541734722138
4629,4629,31562.5,160.0,departamento,3.0,2.0,1.0,DEL VALLE IV,BENITO JUAREZ,19.3835259,-99.1699412
7442,7442,19459.45945945946,185.0,departamento,4.0,3.0,1.0,INDUSTRIAL I,GUSTAVO A. MADERO,19.470083716494987,-99.12457398308104
6026,6026,3326.237623762376,202.0,departamento,3.0,2.0,1.0,STA CRUZ ATOYAC,BENITO JUAREZ,19.3628958,-99.155468
6035,6035,3326.237623762376,202.0,departamento,3.0,2.0,1.0,STA CRUZ ATOYAC,BENITO JUAREZ,19.3628958,-99.155468
7337,7337,16681.81818181818,220.0,casa,4.0,3.0,1.0,ACUEDUCTO DE GUADALUPE (RDCIAL),GUSTAVO A. MADERO,19.523541263997,-99.152081953373
8507,8507,41000.0,100.0,casa,3.0,2.0,1.0,PEDREGAL DE STO DOMINGO VI,COYOACAN,19.322835024971,-99.170371187699
570,570,91025.64102564105,78.0,departamento,3.0,2.0,1.0,CONDESA,CUAUHTEMOC,19.41529,-99.17578
8084,8084,29285.714285714286,70.0,casa,3.0,2.0,1.0,COLINAS DEL SUR,ALVARO OBREGON,19.365300487356,-99.223984139881
7463,7463,29272.0,125.0,departamento,3.0,2.0,1.0,PETROLERA,AZCAPOTZALCO,19.48686,-99.19902
5012,5012,33628.3185840708,113.0,departamento,3.0,2.0,1.0,DEL VALLE VII,BENITO JUAREZ,19.3678407,-99.1702343
8325,8325,4349.931506849315,146.0,casa,3.0,2.0,1.0,NUEVA ATZACOALCO II,GUSTAVO A. MADERO,19.49238,-99.08582
8114,8114,4289.285714285715,280.0,casa,3.0,2.0,1.0,COLINAS DEL SUR,ALVARO OBREGON,19.3661928,-99.2221589
8055,8055,44500.0,71.4,departamento,3.0,2.0,1.0,PARQUE RESIDENCIAL SAN ANTONIO (U HAB),ALVARO OBREGON,19.38837,-99.19214
7420,7420,32042.25352112676,142.0,departamento,3.0,3.0,1.0,GRANJAS COAPA,TLALPAN,19.2908294,-99.1145756
3964,3964,38732.39436619719,142.0,departamento,3.0,2.0,1.0,CUAUHTEMOC,CUAUHTEMOC,19.4316382,-99.1680383
8872,8872,7447.800925925926,432.0,casa,4.0,3.0,1.0,BARRIO NORTE,ALVARO OBREGON,19.37831,-99.20764
7164,7164,28143.7125748503,167.0,departamento,3.0,2.0,1.0,CAMPESTRE CHURUBUSCO,COYOACAN,19.3489835,-99.136016
1690,1690,35555.555555555555,180.0,departamento,3.0,3.0,1.0,SAN JERONIMO ACULCO - LIDICE (PBLO),LA MAGDALENA CONTRERAS,19.331997,-99.222003
6041,6041,44285.71428571428,112.0,casa,3.0,3.0,1.0,STA CRUZ ATOYAC,BENITO JUAREZ,19.36907,-99.16162
8868,8868,6667.989010989011,182.0,casa,3.0,2.0,1.0,GENERAL FELIPE BERRIOZABAL,GUSTAVO A. MADERO,19.55538,-99.12807
8869,8869,6667.989010989011,182.0,casa,3.0,2.0,1.0,GENERAL FELIPE BERRIOZABAL,GUSTAVO A. MADERO,19.55538,-99.12807
7741,7741,40816.32653061225,98.0,departamento,3.0,2.0,1.0,JARDIN BALBUENA I,VENUSTIANO CARRANZA,19.4229429,-99.106935
3289,3289,40439.56043956044,91.0,departamento,3.0,3.0,1.0,ANAHUAC II,MIGUEL HIDALGO,19.44366,-99.17698
7117,7117,48809.52380952381,84.0,departamento,3.0,2.0,1.0,SAN RAFAEL II,CUAUHTEMOC,19.4397165,-99.16638
8005,8005,38235.294117647056,85.0,departamento,3.0,2.0,1.0,ESPARTACO,COYOACAN,19.3139366,-99.1346331
4355,4355,68850.57471264368,87.0,departamento,4.0,3.0,1.0,GRANADA,MIGUEL HIDALGO,19.441621,-99.193576
3634,3634,40740.74074074074,108.0,departamento,3.0,2.0,1.0,ANAHUAC LOS MANZANOS,MIGUEL HIDALGO,19.4425805,-99.1835662
8023,8023,27998.611570247933,121.0,casa,3.0,2.0,1.0,SAN JUAN DE ARAGON (PBLO),GUSTAVO A. MADERO,19.4688,-99.08592
6008,6008,46385.5421686747,83.0,departamento,3.0,2.0,1.0,ACACIAS,BENITO JUAREZ,19.3634026,-99.1748602
6018,6018,46385.5421686747,83.0,departamento,3.0,2.0,1.0,ACACIAS,BENITO JUAREZ,19.3634026,-99.1748602
9139,9139,36314.10256410256,78.0,departamento,3.0,2.0,1.0,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,19.48277,-99.18335
5201,5201,35243.90243902439,82.0,departamento,3.0,2.0,1.0,ALAMOS II,BENITO JUAREZ,19.39752,-99.14102
8294,8294,36280.99173553719,121.0,casa,3.0,2.0,1.0,VERGEL DE COYOACAN-VERGEL DEL SUR,TLALPAN,19.3056,-99.13709
6003,6003,46385.5421686747,83.0,departamento,3.0,2.0,1.0,ACACIAS,BENITO JUAREZ,19.3634026,-99.1748602
2200,2200,38548.3870967742,310.0,casa,3.0,3.0,1.0,DEL VALLE VI,BENITO JUAREZ,19.37413,-99.16492
7760,7760,18968.98674242424,168.96,casa,3.0,2.0,1.0,JARDIN BALBUENA I,VENUSTIANO CARRANZA,19.42722,-99.11026
8108,8108,19875.0,120.0,casa,3.0,2.0,1.0,COLINAS DEL SUR,ALVARO OBREGON,19.36876,-99.22586
8624,8624,19928.571428571428,140.0,casa,3.0,2.0,1.0,SAN JUAN DE ARAGON 2A SECCION (U HAB) II,GUSTAVO A. MADERO,19.45657,-99.08867
5614,5614,6066.666666666667,150.0,departamento,4.0,2.0,1.0,LETRAN VALLE,BENITO JUAREZ,19.37734646404148,-99.14891770328828
8050,8050,32272.727272727272,77.0,departamento,3.0,2.0,1.0,PARQUE RESIDENCIAL SAN ANTONIO (U HAB),ALVARO OBREGON,19.38803,-99.19113
6645,6645,20000.0,80.0,departamento,3.0,2.0,1.0,NARCISO MENDOZA VILLA COAPA SUPERMANZANA 8 (U HAB),TLALPAN,19.297145928429856,-99.11925287437636
3849,3849,52267.44186046512,86.0,departamento,3.0,2.0,1.0,ROMA NORTE III,CUAUHTEMOC,19.4181605,-99.1584569
3863,3863,52267.44186046512,86.0,departamento,3.0,2.0,1.0,ROMA NORTE III,CUAUHTEMOC,19.4147032,-99.1577035
3877,3877,52267.44186046512,86.0,departamento,3.0,2.0,1.0,ROMA NORTE III,CUAUHTEMOC,19.41814,-99.15974
5318,5318,35681.818181818184,220.0,departamento,3.0,2.0,1.0,DEL BOSQUE (POLANCO),MIGUEL HIDALGO,19.434798702741578,-99.2082087220901
2185,2185,92739.1304347826,69.0,departamento,4.0,3.0,1.0,DEL VALLE VI,BENITO JUAREZ,19.3739695,-99.1664336
2193,2193,92739.1304347826,69.0,departamento,4.0,3.0,1.0,DEL VALLE VI,BENITO JUAREZ,19.3739695,-99.1664336
4378,4378,24767.441860465115,86.0,departamento,3.0,2.0,1.0,GRANADA,MIGUEL HIDALGO,19.44016,-99.19123
6954,6954,24742.268041237112,97.0,departamento,3.0,2.0,1.0,SANTA URSULA COAPA (PBLO),COYOACAN,19.3130697,-99.1422103
6744,6744,33153.15315315315,111.0,departamento,3.0,2.0,1.0,GENERAL PEDRO MARIA ANAYA,BENITO JUAREZ,19.3592125,-99.1583072
7181,7181,27952.75590551181,127.0,departamento,4.0,2.0,1.0,CAMPESTRE CHURUBUSCO,COYOACAN,19.34617,-99.13454
5321,5321,35681.818181818184,220.0,departamento,3.0,2.0,1.0,DEL BOSQUE (POLANCO),MIGUEL HIDALGO,19.434798702741578,-99.2082087220901
6652,6652,31062.5,80.0,departamento,3.0,2.0,1.0,LOMAS DE TETELPAN,ALVARO OBREGON,19.3458657,-99.2160841
5605,5605,6066.666666666667,150.0,departamento,4.0,2.0,1.0,LETRAN VALLE,BENITO JUAREZ,19.37734646404148,-99.14891770328828
541,541,41200.0,250.0,departamento,3.0,3.0,1.0,CONDESA,CUAUHTEMOC,19.4187391,-99.1764569
7955,7955,19578.571428571428,140.0,casa,3.0,2.0,1.0,ESCANDON I,MIGUEL HIDALGO,19.40139,-99.1725
7909,7909,28367.34693877551,147.0,casa,3.0,2.0,1.0,JARDIN BALBUENA II,VENUSTIANO CARRANZA,19.416929568012,-99.11406310374
3299,3299,48235.294117647056,85.0,departamento,3.0,2.0,1.0,ANAHUAC II,MIGUEL HIDALGO,19.440522218301,-99.176798932958
6729,6729,33153.15315315315,111.0,departamento,3.0,2.0,1.0,GENERAL PEDRO MARIA ANAYA,BENITO JUAREZ,19.3592125,-99.1583072
4001,4001,41176.470588235294,187.0,departamento,3.0,3.0,1.0,HIPODROMO CONDESA,CUAUHTEMOC,19.4107398,-99.177269
8426,8426,33900.0,100.0,departamento,3.0,2.0,1.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
2422,2422,29090.90909090909,110.0,departamento,3.0,3.0,1.0,FUENTES DEL PEDREGAL,TLALPAN,19.3086887,-99.2186375
2970,2970,47407.40740740741,135.0,departamento,3.0,3.0,1.0,NARVARTE V,BENITO JUAREZ,19.3857402,-99.1556853
8956,8956,12593.739644970414,169.0,casa,4.0,3.0,1.0,SAN JOSE DE LA ESCALERA,GUSTAVO A. MADERO,19.52463,-99.16446
3128,3128,38571.42857142857,140.0,departamento,3.0,2.0,1.0,DEL VALLE III,BENITO JUAREZ,19.389164,-99.167668
6093,6093,28950.0,200.0,casa,4.0,3.0,1.0,PRADO CHURUBUSCO,COYOACAN,19.35605,-99.13025
5331,5331,47441.86046511628,215.0,departamento,3.0,2.0,1.0,DEL BOSQUE (POLANCO),MIGUEL HIDALGO,19.4353058,-99.2079113
819,819,337.07865168539325,89.0,departamento,3.0,2.0,1.0,GRANADA (AMPL),MIGUEL HIDALGO,19.44313,-99.20133
6595,6595,1397.9933110367892,598.0,casa,3.0,2.0,1.0,HEROES DE PADIERNA,LA MAGDALENA CONTRERAS,19.31375,-99.2243
5199,5199,29900.0,100.0,departamento,3.0,2.0,1.0,ALAMOS II,BENITO JUAREZ,19.39752,-99.14102
8836,8836,4563.758389261745,149.0,casa,4.0,2.0,1.0,EX-ESCUELA DE TIRO,GUSTAVO A. MADERO,19.45368,-99.09957
6315,6315,55620.47207291424,85.58,departamento,3.0,2.0,1.0,BUENAVISTA I,CUAUHTEMOC,19.44654,-99.1532
8307,8307,19533.33333333333,150.0,casa,3.0,2.0,1.0,MERCED GOMEZ,ALVARO OBREGON,19.36547,-99.19606
3558,3558,25700.93457943925,214.0,departamento,3.0,3.0,1.0,SANTA MARIA NONOALCO,ALVARO OBREGON,19.3795579,-99.1933664
2647,2647,50578.31325301205,83.0,departamento,3.0,3.0,1.0,TIZAPAN_TIZAPAN SAN ANGEL,ALVARO OBREGON,19.336681,-99.2028591
8579,8579,6909.090909090909,275.0,casa,3.0,2.0,1.0,MARTIRES DE RIO BLANCO,GUSTAVO A. MADERO,19.45944,-99.11365
8366,8366,51250.0,80.0,casa,3.0,2.0,1.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
4677,4677,34545.454545454544,110.0,departamento,3.0,2.0,1.0,NONOALCO,BENITO JUAREZ,19.37963,-99.18722
5646,5646,29365.079365079364,126.0,departamento,3.0,2.0,1.0,LETRAN VALLE,BENITO JUAREZ,19.37703,-99.15648
8661,8661,42741.93548387097,186.0,departamento,2.0,3.0,1.0,GUERRERO III,CUAUHTEMOC,19.44279,-99.14413
7383,7383,36559.13978494624,186.0,casa,2.0,3.0,1.0,INDEPENDENCIA,BENITO JUAREZ,19.37973,-99.14806
8429,8429,11545.454545454546,110.0,departamento,3.0,2.0,1.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
8770,8770,11589.285714285714,84.0,casa,3.0,2.0,1.0,LA PRADERA,GUSTAVO A. MADERO,19.47599,-99.06588
7759,7759,11796.747967479674,123.0,casa,3.0,2.0,1.0,JARDIN BALBUENA I,VENUSTIANO CARRANZA,19.417536,-99.101615
8672,8672,45191.78082191781,73.0,casa,2.0,3.0,1.0,EL PARQUE,VENUSTIANO CARRANZA,19.41650047,-99.12011415
5024,5024,48873.23943661972,71.0,departamento,2.0,3.0,1.0,PORTALES III,BENITO JUAREZ,19.3632242,-99.1493747
3772,3772,70467.19811320755,106.0,departamento,3.0,2.0,1.0,HIPODROMO II,CUAUHTEMOC,19.4066263,-99.1792414
6883,6883,38602.15053763441,93.0,departamento,3.0,2.0,1.0,LOS REYES (PBLO),COYOACAN,19.337617914274,-99.16199676869
5063,5063,48873.23943661972,71.0,departamento,2.0,3.0,1.0,PORTALES III,BENITO JUAREZ,19.3632242,-99.1493747
9255,9255,29386.35574987855,144.09,departamento,3.0,2.0,1.0,PROVIDENCIA,AZCAPOTZALCO,19.486268,-99.21295
3336,3336,39200.0,125.0,departamento,2.0,3.0,1.0,NARVARTE II,BENITO JUAREZ,19.3975964,-99.1528153
9013,9013,10634.920634920634,126.0,casa,3.0,2.0,1.0,CHURUBUSCO TEPEYAC,GUSTAVO A. MADERO,19.48702,-99.13631
6395,6395,25373.13432835821,134.0,casa,3.0,2.0,1.0,GRANJAS MODERNAS-SAN JUAN DE ARAGON (AMPL),GUSTAVO A. MADERO,19.4753714,-99.1048072
9130,9130,25318.402777777777,72.0,departamento,3.0,2.0,1.0,PEDREGAL DE STO DOMINGO IV,COYOACAN,19.33067,-99.1657
8929,8929,25342.46575342465,73.0,departamento,3.0,2.0,1.0,POPULAR RASTRO,VENUSTIANO CARRANZA,19.4521,-99.11874
2184,2184,38255.03355704698,149.0,departamento,2.0,3.0,1.0,DEL VALLE VI,BENITO JUAREZ,19.3772953,-99.1639295
6211,6211,46767.12328767123,73.0,departamento,3.0,2.0,1.0,DEL GAS,AZCAPOTZALCO,19.4689514,-99.1546353
2426,2426,57692.307692307695,338.0,departamento,3.0,3.0,1.0,FUENTES DEL PEDREGAL,TLALPAN,19.303641,-99.2239084
7867,7867,36665.38525823165,59.83,departamento,3.0,2.0,1.0,PASTEROS,AZCAPOTZALCO,19.49456,-99.19496
538,538,34444.444444444445,270.0,departamento,3.0,2.0,1.0,CONDESA,CUAUHTEMOC,19.4187391,-99.1764569
5040,5040,33054.50684931507,146.0,departamento,2.0,3.0,1.0,PORTALES III,BENITO JUAREZ,19.3619,-99.14293
3627,3627,44245.28301886792,106.0,departamento,3.0,2.0,1.0,ANAHUAC LOS MANZANOS,MIGUEL HIDALGO,19.442461,-99.1838485
8489,8489,39877.30061349693,163.0,departamento,3.0,2.0,1.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
7793,7793,12196.059259259258,135.0,casa,3.0,2.0,1.0,JARDIN BALBUENA III,VENUSTIANO CARRANZA,19.41617,-99.10743
7097,7097,35714.28571428572,70.0,departamento,2.0,3.0,1.0,SAN JUAN TLIHUACA (PBLO),AZCAPOTZALCO,19.48376,-99.20352
7439,7439,7094.871794871795,195.0,casa,3.0,2.0,1.0,MODERNA,BENITO JUAREZ,19.39681,-99.13278
2419,2419,35042.73504273504,117.0,departamento,2.0,3.0,1.0,FUENTES DEL PEDREGAL,TLALPAN,19.30798,-99.22635
9038,9038,10823.529411764706,170.0,casa,3.0,2.0,1.0,CASAS ALEMAN (AMPL) II,GUSTAVO A. MADERO,19.4776,-99.08418
8943,8943,25040.650406504064,123.0,casa,3.0,2.0,1.0,EMILIANO ZAPATA (AMPL),GUSTAVO A. MADERO,19.46382,-99.10544
9011,9011,10772.6783625731,171.0,casa,3.0,2.0,1.0,CHURUBUSCO TEPEYAC,GUSTAVO A. MADERO,19.48702,-99.13631
209,209,39560.43956043956,182.0,departamento,3.0,2.0,1.0,POLANCO REFORMA (POLANCO),MIGUEL HIDALGO,19.4359961,-99.1980942
8941,8941,25040.650406504064,123.0,casa,3.0,2.0,1.0,EMILIANO ZAPATA (AMPL),GUSTAVO A. MADERO,19.46382,-99.10544
8749,8749,25534.444938491182,67.47,departamento,3.0,2.0,1.0,JUAN ESCUTIA I,IZTAPALAPA,19.39128,-99.04637
8300,8300,34574.46808510638,94.0,departamento,3.0,2.0,1.0,VERGEL DE COYOACAN-VERGEL DEL SUR,TLALPAN,19.3056,-99.13709
9062,9062,7268.78612716763,173.0,casa,3.0,2.0,1.0,LORENZO BOTURINI,VENUSTIANO CARRANZA,19.41567,-99.12439
4463,4463,57251.908396946565,131.0,departamento,3.0,3.0,1.0,DEL CARMEN,COYOACAN,19.3587267,-99.1718121
6884,6884,38602.15053763441,93.0,departamento,3.0,2.0,1.0,LOS REYES (PBLO),COYOACAN,19.336991693166,-99.160548112419
7769,7769,24210.52631578948,95.0,departamento,3.0,2.0,1.0,LA  LONJA,TLALPAN,19.2906555,-99.1805214
3561,3561,35507.24637681159,69.0,departamento,2.0,2.0,1.0,SANTA MARIA NONOALCO,ALVARO OBREGON,19.381279,-99.1929179
6679,6679,36000.0,65.0,departamento,2.0,2.0,1.0,GARCIMARRERO NORTE,ALVARO OBREGON,19.3660151,-99.242598
5545,5545,32638.88888888889,72.0,departamento,3.0,2.0,1.0,CORPUS CHRISTY,ALVARO OBREGON,19.3637426,-99.2496075
3854,3854,35156.25,128.0,departamento,2.0,2.0,1.0,ROMA NORTE III,CUAUHTEMOC,19.4129796,-99.1601236
6475,6475,44583.333333333336,120.0,departamento,3.0,2.0,1.0,VERONICA ANZURES,MIGUEL HIDALGO,19.436516,-99.1739857
5046,5046,35827.94061667301,78.81,departamento,2.0,2.0,1.0,PORTALES III,BENITO JUAREZ,19.363642,-99.149546
1263,1263,35971.22302158274,139.0,departamento,2.0,2.0,1.0,HIPODROMO I,CUAUHTEMOC,19.407932618107093,-99.1719724641658
6677,6677,36000.0,65.0,departamento,2.0,2.0,1.0,GARCIMARRERO NORTE,ALVARO OBREGON,19.3660151,-99.242598
3239,3239,35235.294117647056,85.0,departamento,2.0,2.0,1.0,ANAHUAC II,MIGUEL HIDALGO,19.440048,-99.1768739
6951,6951,35722.80952380953,63.0,departamento,2.0,2.0,1.0,LOS REYES,IZTACALCO,19.397928,-99.1187103
5036,5036,35827.94061667301,78.81,departamento,2.0,2.0,1.0,PORTALES III,BENITO JUAREZ,19.363642,-99.149546
9133,9133,35780.27777777778,72.0,departamento,2.0,2.0,1.0,PEDREGAL DE STO DOMINGO IV,COYOACAN,19.33067,-99.1657
7883,7883,35000.0,61.0,departamento,2.0,2.0,1.0,AJUSCO II,COYOACAN,19.31805,-99.1607
9256,9256,35599.530303030304,66.0,departamento,2.0,2.0,1.0,PROVIDENCIA,AZCAPOTZALCO,19.486268,-99.21295
8184,8184,32222.222222222223,90.0,casa,4.0,2.0,1.0,SAN JUAN XALPA II,IZTAPALAPA,19.33425,-99.0783
4199,4199,35483.87096774193,62.0,departamento,2.0,2.0,1.0,LEGARIA,MIGUEL HIDALGO,19.458096,-99.191454
4198,4198,35483.87096774193,62.0,departamento,2.0,2.0,1.0,LEGARIA,MIGUEL HIDALGO,19.45805,-99.19142
7274,7274,39166.66666666666,120.0,departamento,4.0,2.0,1.0,JARDINES DEL SUR,XOCHIMILCO,19.2589653,-99.1165633
3234,3234,35235.294117647056,85.0,departamento,2.0,2.0,1.0,ANAHUAC II,MIGUEL HIDALGO,19.440048,-99.1768739
5544,5544,32638.88888888889,72.0,departamento,3.0,2.0,1.0,CORPUS CHRISTY,ALVARO OBREGON,19.3637426,-99.2496075
7021,7021,35625.0,80.0,departamento,2.0,2.0,1.0,PASEOS DE TAXQUEA I,COYOACAN,19.35066421799015,-99.121682241205
3947,3947,43000.0,100.0,departamento,3.0,2.0,1.0,CUAUHTEMOC,CUAUHTEMOC,19.43139,-99.17075
6626,6626,35093.97368421053,76.0,departamento,2.0,2.0,1.0,DOCTORES II,CUAUHTEMOC,19.416461,-99.1480651
7060,7060,34652.603823335536,151.7,departamento,2.0,2.0,1.0,SANTA MARIA LA RIBERA II,CUAUHTEMOC,19.44905,-99.157233
3629,3629,42727.27272727273,110.0,departamento,3.0,2.0,1.0,ANAHUAC LOS MANZANOS,MIGUEL HIDALGO,19.442461,-99.1838485
7944,7944,34756.09756097561,82.0,departamento,2.0,2.0,1.0,LOMAS DE SAN ANGEL INN,ALVARO OBREGON,19.34514,-99.20925
5061,5061,35224.7403210576,105.9,departamento,2.0,2.0,1.0,PORTALES III,BENITO JUAREZ,19.363642,-99.149546
7886,7886,35000.0,66.0,departamento,2.0,2.0,1.0,AJUSCO II,COYOACAN,19.31805,-99.1607
7885,7885,35000.0,60.0,departamento,2.0,2.0,1.0,AJUSCO II,COYOACAN,19.31805,-99.1607
7879,7879,35000.0,60.0,departamento,2.0,2.0,1.0,AJUSCO II,COYOACAN,19.31805,-99.1607
1258,1258,70729.92700729927,137.0,departamento,2.0,3.0,1.0,HIPODROMO I,CUAUHTEMOC,19.410552622,-99.1692549562
9244,9244,36130.561643835616,73.0,departamento,2.0,2.0,1.0,SANTA CRUZ DE LAS SALINAS,AZCAPOTZALCO,19.48666,-99.15469
1246,1246,70729.92700729927,137.0,departamento,2.0,3.0,1.0,HIPODROMO I,CUAUHTEMOC,19.410552622,-99.1692549562
4698,4698,42941.17647058824,85.0,departamento,3.0,2.0,1.0,NARVARTE I,BENITO JUAREZ,19.399838871931,-99.148980959521
8299,8299,34536.36363636364,110.0,departamento,2.0,2.0,1.0,VERGEL DE COYOACAN-VERGEL DEL SUR,TLALPAN,19.3056,-99.13709
8486,8486,35393.25842696629,89.0,departamento,2.0,2.0,1.0,JUSTO SIERRA,IZTAPALAPA,19.3653,-99.136
6952,6952,35682.84,75.0,departamento,2.0,2.0,1.0,LOS REYES,IZTACALCO,19.397928,-99.1187103
5152,5152,35314.28571428572,70.0,departamento,2.0,2.0,1.0,ALFONSO XIII,ALVARO OBREGON,19.3802527,-99.1955513
5828,5828,32644.628099173555,121.0,departamento,3.0,2.0,1.0,PORTALES II,BENITO JUAREZ,19.3677736,-99.1487004
4831,4831,39000.0,100.0,departamento,3.0,2.0,1.0,NAPOLES,BENITO JUAREZ,19.3900744,-99.1806689
1537,1537,10129.757142857145,140.0,casa,3.0,2.0,1.0,SAN PEDRO DE LOS  PINOS,BENITO JUAREZ,19.39128,-99.18605
3628,3628,44245.28301886792,106.0,departamento,3.0,2.0,1.0,ANAHUAC LOS MANZANOS,MIGUEL HIDALGO,19.442461,-99.1838485
5795,5795,64285.71428571428,84.0,casa,3.0,2.0,1.0,NARVARTE IV,BENITO JUAREZ,19.3904661,-99.1485448
8290,8290,30419.921875,128.0,casa,3.0,2.0,1.0,SAN JUAN DE ARAGON 6A SECCION (U HAB) II,GUSTAVO A. MADERO,19.46861,-99.06441
7372,7372,30640.0,75.0,departamento,3.0,2.0,1.0,SAN FRANCISCO CULHUACAN (PBLO),COYOACAN,19.3335644,-99.1228829
3994,3994,49211.95652173913,184.0,departamento,3.0,2.0,1.0,HIPODROMO CONDESA,CUAUHTEMOC,19.4114169,-99.1739405
4277,4277,34031.007751937985,129.0,departamento,3.0,2.0,1.0,COPILCO EL BAJO,COYOACAN,19.3392981,-99.1873208
6455,6455,36300.0,100.0,casa,3.0,2.0,1.0,VERONICA ANZURES,MIGUEL HIDALGO,19.43658,-99.17472
9068,9068,7978.325966850829,181.0,casa,3.0,2.0,1.0,POSTAL,BENITO JUAREZ,19.39125,-99.14162
8841,8841,7915.384615384615,130.0,casa,3.0,2.0,1.0,VALENTIN GOMEZ FARIAS,VENUSTIANO CARRANZA,19.41584,-99.09393
3016,3016,58826.22222222222,90.0,departamento,2.0,2.0,1.0,DEL VALLE III,BENITO JUAREZ,19.3874594,-99.162286
3631,3631,49375.0,80.0,departamento,3.0,2.0,1.0,ANAHUAC LOS MANZANOS,MIGUEL HIDALGO,19.4421836,-99.1859995
8561,8561,8035.416666666667,120.0,casa,3.0,2.0,1.0,SECTOR POPULAR,IZTAPALAPA,19.36432,-99.11448
8625,8625,8058.6424581005585,179.0,casa,3.0,2.0,1.0,SAN JUAN DE ARAGON 2A SECCION (U HAB) II,GUSTAVO A. MADERO,19.45657,-99.08867
3279,3279,8122.222222222223,90.0,departamento,3.0,2.0,1.0,ANAHUAC II,MIGUEL HIDALGO,19.44366,-99.17698
7662,7662,26344.086021505376,93.0,departamento,3.0,2.0,1.0,NONOALCO-TLATELOLCO (U HAB) II,CUAUHTEMOC,19.45262,-99.13932
545,545,45614.0350877193,114.0,departamento,3.0,2.0,1.0,CONDESA,CUAUHTEMOC,19.4176064,-99.1769487
5747,5747,31000.0,120.0,departamento,3.0,2.0,1.0,PORTALES IV,BENITO JUAREZ,19.3585266,-99.1460435
7371,7371,30640.0,75.0,departamento,3.0,2.0,1.0,SAN FRANCISCO CULHUACAN (PBLO),COYOACAN,19.3335644,-99.1228829
5020,5020,35000.0,80.0,departamento,3.0,2.0,1.0,PORTALES III,BENITO JUAREZ,19.3640922,-99.1450531
4094,4094,41747.57281553398,103.0,casa,3.0,2.0,1.0,DEL VALLE II,BENITO JUAREZ,19.39257,-99.165816
4786,4786,30625.0,160.0,casa,3.0,2.0,1.0,NAPOLES,BENITO JUAREZ,19.39337,-99.17733
5771,5771,41656.25,96.0,departamento,3.0,2.0,1.0,NARVARTE IV,BENITO JUAREZ,19.390164,-99.1515952
4095,4095,41747.57281553398,103.0,casa,3.0,2.0,1.0,DEL VALLE II,BENITO JUAREZ,19.39257,-99.165816
4565,4565,45312.5,128.0,departamento,3.0,2.0,1.0,DEL VALLE IV,BENITO JUAREZ,19.3835183,-99.1680376
6622,6622,49989.60715028061,96.22,departamento,3.0,2.0,1.0,NARVARTE VI,BENITO JUAREZ,19.384623,-99.147554
3546,3546,50961.53846153846,104.0,departamento,3.0,2.0,1.0,NARVARTE III,BENITO JUAREZ,19.38826,-99.15906
6891,6891,26875.0,160.0,departamento,3.0,2.0,1.0,LOS REYES (PBLO),COYOACAN,19.34178,-99.15461
548,548,45614.0350877193,114.0,departamento,3.0,2.0,1.0,CONDESA,CUAUHTEMOC,19.4176064,-99.1769487
9171,9171,33333.333333333336,84.0,departamento,3.0,2.0,1.0,LA PRECIOSA,AZCAPOTZALCO,19.4854058,-99.195335
4772,4772,26158.940397350994,151.0,departamento,3.0,2.0,1.0,NAPOLES,BENITO JUAREZ,19.3984609209,-99.1724034423
7550,7550,33347.792207792205,77.0,casa,3.0,2.0,1.0,MERCED GOMEZ,BENITO JUAREZ,19.36556,-99.18987
550,550,38148.14814814815,270.0,departamento,3.0,2.0,1.0,CONDESA,CUAUHTEMOC,19.4187391,-99.1764569
